Name,Status,Batch,Team_size,Website,Founders
PagerDuty,Exited,S10,950,http://pagerduty.com,Alex Solomon (https://www.linkedin.com/in/alexsolo )
Presto,Public,S10,200,http://presto.com,Rajat Suri (https://linkedin.com/in/rajatsuri )
FutureAdvisor,Acquired,S10,51,http://futureadvisor.com,Bo Lu (https://www.linkedin.com/in/boluprofile https://twitter.com/bolu)
WorkFlowy,Active,S10,4,http://workflowy.com,Jesse Patel ( )
inDinero,Active,S10,250,http://indinero.com,Andy Su (https://linkedin.com/in/andydsu ); Jessica Mah ( )
Docker,Active,S10,201,http://docker.com,Solomon Hykes ( https://twitter.com/solomonstre)
AnyList,Active,S10,2,https://www.anylist.com,Jeff Hunter (https://www.linkedin.com/in/jeffrhunter/ ); Jason Marr (https://www.linkedin.com/in/jmarr )
DemandSphere,Active,S10,40,https://www.demandsphere.com/,Ray Grieselhuber (https://www.linkedin.com/in/raygrieselhuber/ https://x.com/raygrieselhuber)
Recurse Center,Active,S10,10,https://www.recurse.com,Nicholas Bergson-Shilcock (https://www.linkedin.com/in/nicholasbs https://www.twitter.com/nicholasbs); Sonali Sridhar (https://www.linkedin.com/in/jollysonali/ )
AdGrok,Acquired,S10,2,http://adgrok.com,Antonio Garcia-Martinez ( ); Matthew McEachen ( ); Argyrios Zymnis (https://www.linkedin.com/in/azymnis )
Whereoscope,Acquired,S10,2,http://whereoscope.com,James Gregory (https://www.linkedin.com/in/jgregory/ ); Mick Johnson (http://www.linkedin.com/in/mickdudleyjohnson )
Tapzilla,Acquired,S10,2,http://tapzilla.com,Edmond Yue (https://www.linkedin.com/in/edmond-yue-491a983 )
Fridge,Acquired,S10,2,http://frid.ge,Austin Chang (https://www.linkedin.com/in/austinnchang ); Alex Chung ( )
Fanvibe,Acquired,S10,2,http://fanvibe.com,Arthur Chang (https://www.linkedin.com/in/arthurchang https://twitter.com/art_chang); Joe Pestro (http://linkedin.com/in/joepestro ); Vishwas Prabhakara (https://www.linkedin.com/in/vishwasp )
Leftronic,Acquired,S10,11,http://leftronic.com,Rajiv Ghanta (https://www.linkedin.com/in/rajivghanta/ ); Lionel Jingles (https://www.linkedin.com/in/lionel-jingles ); Jyotindra Vasudeo (https://www.linkedin.com/in/jvasudeo )
GazeHawk,Acquired,S10,2,http://gazehawk.com,Brian Krausz (https://www.linkedin.com/in/bkrausz/ https://twitter.com/bkrausz); Joe Gershenson (https://www.linkedin.com/in/jgershen )
1000Memories,Acquired,S10,2,http://ancestry.com,Jonathan Good (LinkedIn.com/jonathanbgood ); Brett Huneycutt (https://www.linkedin.com/in/bretthuneycutt https://twitter.com/bretthuneycutt); Rudy Adler (https://www.linkedin.com/in/rudyadler )
Homejoy,Acquired,S10,201,http://homejoy.com,Aaron Cheung (https://www.linkedin.com/in/aarontcheung/ ); Adora Cheung (https://www.linkedin.com/in/adoracheung/ https://twitter.com/nolimits)
PadMapper,Acquired,S10,2,http://padmapper.com,Eric DeMenthon (https://www.linkedin.com/in/ericdementhon/ )
AeroFS,Acquired,S10,40,http://aerofs.com,Yuri Sagalov (https://www.linkedin.com/in/yurisagalov/ https://twitter.com/yuris); Weihan Wang (https://linkedin.com/in/weihan )
Simperium,Acquired,S10,2,http://simperium.com,Mike Johnston (https://linkedin.com/in/mikejohnstn https://twitter.com/kineticpoet); Fred Cheng (https://www.linkedin.com/in/fred-cheng-955b7554/ )
Rapportive,Acquired,S10,2,http://rapportive.com,Martin Kleppmann ( ); Sam Stokes (https://www.linkedin.com/in/samstokesuk ); Rahul Vohra (https://www.linkedin.com/in/rahulvohra )
Hipmunk,Acquired,S10,51,http://hipmunk.com,Adam Goldstein (https://www.linkedin.com/in/adam-goldstein-510bbb22/ ); Steve Huffman ( )
Chartio,Acquired,S10,40,https://chartio.com,Dave Fowler (https://www.linkedin.com/in/dave-fowler-chartio/ )
Koduco,Inactive,S10,2,http://koduco.com,Jonathan Beilin (https://www.linkedin.com/in/jonbeilin ); Cole Krumbholz (https://www.linkedin.com/in/colekrumbholz/ )
Pribbit,Inactive,S10,0,http://pribbit.com,Peter Zakin (https://www.linkedin.com/in/peter-zakin-4b03939/ None)
MessageParty,inactive,S10,1,http://messageparty.com,Amanda Peyton (https://www.linkedin.com/in/amandapey/ https://twitter.com/amandapey); Jason Gavris (https://www.linkedin.com/in/jason-gavris-75673a8 )
Ready For Zero,Acquired,S10,12,http://readyforzero.com,Rod Ebrahimi (https://www.linkedin.com/in/rodebrahimi ); Ignacio Thayer (https://www.linkedin.com/in/ignaciothayer )
Post.fm,Inactive,S10,0,http://post.fm,Artemi Krymski (https://linkedin.com/in/ak102 https://twitter.com/krymski); Tony Morgan ( )
Opzi,Inactive,S10,2,http://opzi.com,Euwyn Poon (https://www.linkedin.com/in/euwyn ); Benjamin Preston ( ); Nathan Speller (https://www.linkedin.com/in/nathanspeller )
Upbeat,Inactive,S10,2,https://www.upbeatpr.com/,David Tran (https://linkedin.com/in/davetran https://www.twitter.com/dtran320); Ricky Yean (https://www.linkedin.com/in/rickyyean/ https://twitter.com/rickyyean); Mark Linsey (https://www.linkedin.com/in/mark-linsey-a38b773/ )
Gantto,Inactive,S10,0,http://gantto.com,Federico Barbagli (https://www.linkedin.com/in/federico-barbagli ); Christopher R. Carlson (https://www.linkedin.com/in/crcarlson )
Brushes,Inactive,S10,0,http://brushesapp.com,Kurt Revis ( ); Steve Sprang ( )
Habit Labs,Inactive,S10,2,http://habitlabs.com,Andrey Petrov (https://www.linkedin.com/in/shazow https://twitter.com/shazow); Jen McCabe (https://www.linkedin.com/in/jensmccabe/ )
Chirply,inactive,S10,2,http://chirply.com,Gagan Palrecha (http://www.linkedin.com/in/gaganpalrecha/ ); Neel Palrecha (https://www.linkedin.com/in/npalrecha/ )
Teevox,Inactive,S10,11,https://teevox.com,Jong-Moon Kim ( )
