Name,Status,Batch,Team_size,Website,Founders
Weave,Public,W14,600,http://getweave.com,Clint Berry (https://www.linkedin.com/in/clintonberry ); Brandon Rodman (https://www.linkedin.com/in/brandonrodman ); Jared Rodman (https://www.linkedin.com/in/jared-rodman-2188a23b/ )
Algolia,Active,W14,810,http://www.algolia.com,Nicolas Dessaigne (https://www.linkedin.com/in/nicolasdessaigne/ https://twitter.com/dessaigne); Julien Lemoine (https://linkedin.com/in/julienlemoine https://twitter.com/jlemoine_algo)
Bellabeat,Active,W14,134,http://bellabeat.com,Urska Srsen (https://www.linkedin.com/company/bellabeatinc ); Sandro Mur (https://www.linkedin.com/company/bellabeatinc )
Cruise,Acquired by GM in 2016,W14,3000,http://getcruise.com,Kyle Vogt (https://www.linkedin.com/in/kylevogt/ ); Daniel Kan (https://www.linkedin.com/in/danielkan )
Flexport,Active,W14,3000,https://www.flexport.com/careers/jobs/,Ryan Petersen (https://www.linkedin.com/in/rpetersen https://twitter.com/flexport)
Immunity Project,,W14,11,http://immunityproject.org,Ian Cinnamon (http://linkedin.com/in/iancinnamon ); Naveen Jain (https://www.linkedin.com/in/naveenkjain ); Reid Rubsamen (https://www.linkedin.com/in/reidrubsamenmd )
Dyspatch,Active,W14,20,https://www.dyspatch.io,Matt Harris (https://www.linkedin.com/in/harrismc )
OpenCurriculum, Inc.,Active,W14,0,https://opencurriculum.org,Varun Arora (https://www.linkedin.com/ https://www.twitter.com/)
MixerBox,,W14,70,http://mixerbox.com,John Lai (https://www.linkedin.com/in/johnlai1/ )
Unbabel,Active,W14,350,http://unbabel.com,Vasco Pedro (https://www.linkedin.com/in/vascopedro/ https://twitter.com/justvasco); João Graça ( ); Bruno Prezado Silva (https://www.linkedin.com/in/bruno-prezado-silva-b26a028/ ); Hugo Silva ( )
GBatteries,W14,W14,25,https://www.gbatteries.com,Tim Sherstyuk (https://www.linkedin.com/in/timsherstyuk https://twitter.com/GBatteries); Nick Sherstyuk (https://www.linkedin.com/in/nicks sherstyuk https://twitter.com/GBatteries)
Zinc,Active,W14,10,http://zinc.com,Doug Feigelson (https://www.linkedin.com/in/doug-feigelson-95371825 ); John Wang (https://www.linkedin.com/in/johnjianwang )
Zidisha,Active,W14,1,https://www.zidisha.org,Julia Kurnia ( )
TrueVault,Active,W14,1,https://www.truevault.com,Jason Wang (https://www.linkedin.com/in/jasonwang )
Guesty,Active,W14,700,http://www.guesty.com,Amiad Soto (https://www.linkedin.com/in/amiadsoto ); Koby Jacob Soto (https://www.linkedin.com/in/kobysoto https://twitter.com/iamkoby)
Snapdocs,Digital mortgage closing,W14,285,http://snapdocs.com,Aaron King (https://www.linkedin.com/in/aaronwking https://twitter.com/snapdocs)
Shoobs,active,W14,5,http://shoobs.com,Louise Broni-Mensah (https://www.linkedin.com/in/louisebronimensah/ https://twitter.com/Shoobsonline)
Pushbullet,Active,W14,3,https://www.pushbullet.com,Christopher Hesse (https://www.linkedin.com/in/christopher-hesse-861a249 ); Ryan Oldenburg (https://www.linkedin.com/in/ryan-oldenburg-70661694 ); Andre von Houck (https://www.linkedin.com/in/andrevonhouck )
Povio,Active,W14,250,http://povio.com,Matevz Petek (https://www.linkedin.com/in/matevzpetek/ https://twitter.com/MatevzPetek)
PiinPoint,Active,W14,20,https://piinpoint.com,Jim Robeson (https://www.linkedin.com/in/adamrsaunders/ ); Adam Saunders (https://www.linkedin.com/in/adamrsaunders/ )
Theorem,Active,W14,34,http://theoremlp.com,Abeer Agrawal (https://www.linkedin.com/in/abeera/ https://twitter.com/abeerag); Hugh Edmundson (https://www.linkedin.com/in/hugh-edmundson-3901612a )
One Degree,Active,W14,14,http://1degree.org,Rey Faustino (https://www.linkedin.com/in/reyfaustino/ https://twitter.com/reyfaustino)
MBX,Active,W14,150,http://us.memebox.com,Hyungseok (Dino) Ha (https://www.linkedin.com/in/hyungseok-dino-ha-32579221/ )
Emailio,,W14,5,http://emailio.com,Martin Stoyanov (https://www.linkedin.com/in/teodosiev/ ); Teo Teodosiev (https://www.linkedin.com/in/teodosiev/ )
DevCycle,Active,W14,55,http://devcycle.com,Andrew Norris (https://www.linkedin.com/in/andrewsnorris/ https://twitter.com/andrewnorris?lang=en); Jonathan Norris (https://www.linkedin.com/in/jonathantnorris https://twitter.com/jonathannorris); Cobi Druxerman (https://www.linkedin.com/in/druxerman/ https://www.linkedin.com/in/druxerman/)
Axoni,Active,W14,155,https://axoni.com,Greg Schvey (https://www.linkedin.com/in/jeffschvey/ ); Jeffrey Schvey (https://www.linkedin.com/in/jeffschvey/ )
CodeNow,Active,W14,2,http://codenow.org,Ryan Seashore (https://www.linkedin.com/in/seashore/ )
CodeCombat,Active,W14,45,https://codecombat.com,Nick Winter (http://linkedin.com/in/nwinter https://twitter.com/nwinter)
Noora Health,,W14,150,http://noorahealth.org,Edith Elliott (https://www.linkedin.com/in/edith-elliott-633b7a37/ https://twitter.com/NooraHealth)
Cambly,Active,W14,200,http://www.cambly.com,Kevin Law (https://www.linkedin.com/in/kevin-law-4b526525 ); Sameer Shariff ( )
AptDeco,Y Combinator Program,W14,0,https://www.aptdeco.com/,Reham Fagiri (https://www.linkedin.com/in/reham-fagiri-97683b1 ); Kalam Dennis (https://www.linkedin.com/in/kalam-dennis-641a7120 )
CareMessage,Active,W14,45,http://caremessage.org,Cecilia Corral (https://www.linkedin.com/in/ceciliacorral https://twitter.com/ceciliacorral); Vineet Singal (https://www.linkedin.com/in/vineetsingal https://twitter.com/vineetsingal)
Ambition,Active,W14,55,https://ambition.com,Jared Houghton (https://www.linkedin.com/in/jaredshoughton https://twitter.com/ambitionsales?lang=en); Brian Trautschold (https://www.linkedin.com/in/brian-trautschold-97518219/ https://twitter.com/ambitionsales?lang=en); Travis Truett (https://www.linkedin.com/in/travistruett https://twitter.com/ambitionsales?lang=en)
AirHelp,Active,W14,350,http://www.airhelp.com,Henrik Zillmer (https://www.linkedin.com/in/zillmer https://www.twitter.com/henrikzillmer); Nicolas Michaelsen (https://www.linkedin.com/in/nicolasbranasmichaelsen/ ); Greg Roodt (https://www.linkedin.com/in/groodt/ https://twitter.com/groodt)
4242 Analytics,Active,W14,0,https://42technologies.com,Nick Porter ( )
Vidpresso,Acquired,W14,7,http://facebook.com/live/producer,Randall Bennett (https://linkedin.com/in/randallbennett https://twitter.com/randallb)
Framed Data,Acquired by Block,W14,2,http://www.framed.io,Thomson Nguyen (http://www.linkedin.com/in/randomforest/ http://www.twitter.com/itsthomson); Elliot Block (https://www.linkedin.com/in/elliotblock )
Avametric,Acquired,W14,11,http://www.Avametric.com,Dave Jackson (https://www.linkedin.com/in/davetjackson )
Gobble,Acquired,W14,73,http://gobble.com,Ooshma Garg (https://www.linkedin.com/in/ooshma https://twitter.com/ooshma)
Zesty,Acquired,W14,51,http://zesty.com,Chris Hollindale (https://www.linkedin.com/in/hollindale/ https://twitter.com/chrishol); David Langer (http://www.linkedin.com/in/davidlanger )
Wit.ai,Acquired,W14,11,http://wit.ai,Laurent Landowski (https://www.linkedin.com/in/lololando ); Willy Blandin ( ); Alexandre Lebrun ( )
SketchDeck,Acquired,W14,20,https://sketchdeck.com,David Mack (https://www.linkedin.com/in/davidhhmack/ ); Chris Finneral (https://www.linkedin.com/in/chrisfinneral/ )
Rocketrip,Acquired,W14,68,http://rocketrip.com,Daniel Ruch (https://www.linkedin.com/in/danruch/ https://www.twitter.com/ycombinator)
Rickshaw,Operational,W14,11,http://gorickshaw.com,Gautam Jayaraman (https://www.linkedin.com/in/gautamj/ ); Divya Bhat (https://www.linkedin.com/in/divyab/ )
PipelineDB,Acquired,W14,2,http://www.pipelinedb.com,Derek Nelson (https://www.linkedin.com/in/derekjn https://twitter.com/pipelinedb)
Liftigniter,Acquired,W14,11,http://liftigniter.com/,Indraneel Mukherjee (https://www.linkedin.com/in/indraneelmukherjee ); Michael Murray (https://www.linkedin.com/in/mikepmurray https://twitter.com/mmurz)
StackLead,Founded,W14,2,http://stacklead.com,Ted Tomlinson (https://www.linkedin.com/in/ted-tomlinson-404a1317 ); Gordon Wintrob (https://www.linkedin.com/in/gwintrob https://twitter.com/gwintrob)
Next Caller,Acquired,W14,20,http://nextcaller.com,Ian Roncoroni (https://www.linkedin.com/in/ian-roncoroni-83306924 )
Motionlead,,W14,11,http://motionlead.com,Alexei Chemenda (https://www.linkedin.com/in/alexeichemenda https://twitter.com/alexeichemenda)
Kuna Systems,Acquired,W14,11,http://getkuna.com,Haomiao Huang (https://www.linkedin.com/in/haomiao-huang-87988222 )
Kimono Labs,Acquired,W14,11,http://kimonolabs.com,Ryan Rowe (https://www.linkedin.com/in/ryan-rowe-4088107 )
Eventjoy,Acquired,W14,2,http://eventjoy.com,Karl White (https://www.linkedin.com/in/karlwhite1 )
Chargehound,Founded,W14,13,https://www.chargehound.com,Dmitri Cherniak (https://www.linkedin.com/company/chargehound/ https://twitter.com/dmitricherniak); adrian sanders (https://www.linkedin.com/company/chargehound/ https://www.facebook.com/YCombinator/)
Two Tap,Acquired,W14,11,http://twotap.com,Radu Spineanu (https://linkedin.com/in/sradu https://twitter.com/rspineanu); Razvan Roman (https://www.linkedin.com/in/razvanr/ https://www.linkedin.com/in/razvanr/)
Boostable,Acquired,W14,11,http://boostable.com,Selcuk Atli (http://www.linkedin.com/in/selcukatli http://www.twitter.com/selcukatli); Alex Chang (http://linkedin.com/in/changcommaalex https://twitter.com/selcukatli)
Abacus,Active,W14,30,http://abacus.com,Ted Power (https://www.linkedin.com/in/tedpower/ https://twitter.com/tedp); Joshua Halickman (https://www.linkedin.com/in/jhalickman/ ); Omar Qari (https://www.linkedin.com/in/oqari )
Whirlscape,Inactive,W14,3,http://getdango.com,Severin Smith (https://ca.linkedin.com/in/severinsmith ); Will Walmsley (https://www.linkedin.com/in/walmsleyw )
AirPair,active,W14,2,http://airpair.com,Maksim Ioffe (https://www.linkedin.com/in/adam-r-7189a67 ); Jonathon Kresner ( ); Igor Lebovic (https://www.linkedin.com/in/igorlebovic )
ZowPow,Inactive,W14,2,http://zowpow.com,Jennifer Bronzo (https://www.linkedin.com/in/jennlu ); Brian Krejcarek (https://www.linkedin.com/in/briankrejcarek/ )
Unicornly,Active,W14,2,https://unicorn.ly,Mike Palmer (https://www.linkedin.com/in/michaeledwardpalmer/ ); Brian Goler (https://www.linkedin.com/in/briangoler )
Terravion,Active,W14,11,http://terravion.com,Robert Morris (https://www.linkedin.com/in/robertaldenmorris/ https://twitter.com/robocosmist)
Style Lend,Inactive,W14,2,http://StyleLend.com,Lona Alia (https://www.linkedin.com/in/lonaalia/ ); Janete Perez (https://www.linkedin.com/in/janeteperez )
Edyn,Active,W14,2,http://edyn.com,Jason Aramburu (http://linkedin.com/in/jasonaramburu )
Shopagram,Inactive,W14,1,http://shopagram.co,Jamal Ashraf (https://www.linkedin.com/in/jamalashraf )
MerryMint,Inactive,W14,1,http://merrymint.co,Yvonne Lin (https://www.linkedin.com/in/yvonne-lin )
HoverChat,Inactive,W14,11,http://hoverchat.com,Ahmed Galal (https://linkedin.com/in/galalahmed ); Mostafa Gazar (https://www.linkedin.com/in/mostafagazar ); Wael Nafee (https://www.linkedin.com/in/wael-nafee-2b78abb/ )
