Name,Status,Batch,Team_size,Website,Founders
Momentus,Public,S18,125,https://momentus.space,Mikhail Kokorich (https://linkedin.com/in/kokorich https://twitter.com/mkokorich)
Honeylove,Active,S18,100,https://www.honeylove.com,Betsie Larkin ( )
Kunduz,Active,S18,85,https://kunduz.com/,Basar Basaran (https://www.linkedin.com/in/basarbasaran/ https://www.twitter.com/basarx2an); Baris Bilgic (https://www.linkedin.com/in/brsbilgic/ https://www.twitter.com/kunduzasor); Melih Sener (https://www.linkedin.com/in/melih-sener-02460442/ https://www.twitter.com/kunduzasor)
Aesthetic,Active,S18,4,https://www.aesthetic.com,Nate Smith (https://www.linkedin.com/in/nathanaelhsmith https://twitter.com/nathanael_smith); Matthew Trost (https://www.linkedin.com/in/matthew-trost-8081a342 https://www.twitter.com)
Kinside,Active,S18,18,https://www.kinside.com,Abe Han (https://www.linkedin.com/in/abehan ); Shadiah Sigala (https://www.linkedin.com/in/shadiah/ )
OkCredit,Active,S18,70,https://www.okcredit.in,Gaurav Kumar (https://www.linkedin.com/in/gaurav-kumar-9426a546/ https://twitter.com/_okcredit); Harsh Pokharna (https://www.linkedin.com/in/harsh-pokharna-58437a45 https://twitter.com/_okcredit); Aditya Prasad (https://in.linkedin.com/in/aditya-prasad-9a785a46 https://twitter.com/_okcredit)
Gerostate Alpha,Active,S18,6,http://www.gerostatealpha.com,Gordon J Lithgow (https://www.linkedin.com/in/gordon-lithgow-77b46a20/ ); Mark Lucanic (https://www.linkedin.com/in/mark-lucanic-19753b140 ); Simon Melov (https://www.linkedin.com/in/simon-melov-92040016b )
Culdesac,Active,S18,32,http://culdesac.com,Jeff Berens (https://www.linkedin.com/in/jeff-berens/ ); Ryan Johnson (https://www.linkedin.com/in/ryanjohnsonaz/ )
Circumvent,Active,S18,6,https://www.circumventpharmaceuticals.com/,Devin Wiley (https://www.linkedin.com/in/devinwiley/ )
Rejuvenation Technologies Inc,Active,S18,2,https://www.rejuvenationtech.com/,Glenn Markov (https://www.linkedin.com/in/glennmarkov/ ); John Ramunas (https://www.linkedin.com/in/johnramunas/ )
Dorian therapeutics,Active,S18,8,http://www.doriantherapeutics.com,Maddalena Adorno (linkedin.com/in/adornomaddalena ); Benedetta di Robilant (https://www.linkedin.com/in/benedetta-di-robilant-a196ba15/ )
iLabService,Active,S18,50,https://www.ilabservice.com/,Kenny Li (https://www.linkedin.com/in/kennylee722/ ); Jing Wang (https://www.linkedin.com/in/jing-wang-5aa8a92b/ ); Anhuan Xie ( )
LemonBox,Active,S18,50,http://www.getlemonbox.com/,Derek Weng (https://www.linkedin.com/in/derek-weng-9a27571a/ )
Enveritas,Active,S18,60,http://www.enveritas.org,David Browning (https://www.linkedin.com/profile/preview?locale=en_US&trk=prof-0-sb-preview-primary-button )
Spate,Active,S18,15,https://www.spate.nyc,Yarden Horwitz (https://www.linkedin.com/in/yarden-horwitz/ ); Olivier Zimmer (https://www.linkedin.com/in/olivierzimmer/ )
Oxygen,Active,S18,68,http://getoxygen.com,Hussein Ahmed (https://www.linkedin.com/in/husseinahmed )
Mark Cuban Cost Plus Drug Company, PBC,Active,S18,0,http://www.costplusdrugs.com,Alexander Oshmyansky (https://linkedin.com/in/alex-oshmyansky-06a3174b )
AnnieCannons,Active,S18,14,https://www.anniecannons.com,Laura Hackney (https://www.linkedin.com/in/laura-hackney http://twitter.com/anniecannons)
Leena AI,Active,S18,500,https://www.leena.ai,Mayank Goyal (https://www.linkedin.com/in/mayankzuppit ); Adit Jain (https://www.linkedin.com/in/adit-jain-75713b5a ); Anand Kumar Prajapati (https://www.linkedin.com/in/akprats )
Synkrino Biotherapeutics,Active,S18,2,http://www.synkrino.bio,Jason Barbour (https://www.linkedin.com/in/jbarbourphd/ ); David Ott (https://www.linkedin.com/in/davidott4 )
Mutiny,Active,S18,81,https://www.mutinyhq.com,Nikhil Mathew (https://www.linkedin.com/in/nikhilmat https://www.twitter.com/mutinycorp); Jaleh Rezaei (https://www.linkedin.com/in/jalehr https://www.twitter.com/mutinycorp)
Cowrywise,Active,S18,40,https://cowrywise.com,Razaq Ahmed (https://www.linkedin.com/in/razaqa/ ); Edward Popoola (https://www.linkedin.com/in/edwardpopoola/ )
Helicarrier (prev Buycoins),Active,S18,30,https://helicarrier.studio,Ire Aderinokun (https://www.linkedin.com/in/iaderinokun/ https://twitter.com/ireaderinokun); Timi Ajiboye (https://www.linkedin.com/in/timi-ajiboye-989b5b24b/ https://twitter.com/timigod)
Kobo360,Active,S18,204,http://www.kobo360.com,Ife Oyedele II (https://www.linkedin.com/in/ife-oyedele-ii https://twitter.com/kobo_360?lang=en)
Khatabook,Active,S18,350,https://khatabook.com/,Dhanesh Kumar (https://www.linkedin.com/in/dhaneshkr26/ ); Ravish Naresh (https://www.linkedin.com/in/ravish-naresh-72543359/ ); Ashish Sonone (https://www.linkedin.com/in/ashish-sonone-a1386149/ )
