Name,Status,Batch,Team_size,Website,Founders
Optimizely,Acquired,W10,1500,http://optimizely.com,Pete Koomen (https://www.linkedin.com/in/petekoomen/ https://twitter.com/koomen)
OwnLocal,Active,W10,45,http://ownlocal.com,Lloyd Armbrust (https://www.linkedin.com/in/lloydarmbrust/ )
Etacts,Acquired,W10,2,http://etacts.com,Evan Beard (http://linkedin.com/in/evanbeard )
Movity,Acquired,W10,2,http://movity.com,Sha Hwang (https://www.linkedin.com/in/shashashasha/ http://twitter.com/shashashasha); Vaughn Koch (http://linkedin.com/in/vaughnkoch https://twitter.com/vaughnkoch); Eric Wu (https://www.linkedin.com/in/ericwu01/ )
Cardpool,Acquired,W10,251,http://cardpool.com,Tim Wong (https://www.linkedin.com/in/timothy-wong-3a19144a https://twitter.com/cardpool)
Cue,Acquired,W10,11,http://cueup.com,Shai Magzimof (https://www.linkedin.com/in/shaimagzimof/ https://twitter.com/shaimagz); Daniel Gross (https://www.linkedin.com/in/dg271/ ); Robby Walker (https://www.linkedin.com/in/robbywalker )
Zencoder,Acquired,W10,11,http://zencoder.com,Jon Dahl (https://www.linkedin.com/in/zencoder https://twitter.com/jondahl); Steve Heffernan (https://www.linkedin.com/in/heffernan https://twitter.com/heff); Brandon Arbini (http://www.linkedin.com/in/brandonarbini )
Nowmov,Acquired,W10,0,http://nowmov.com,David Kelso (https://www.linkedin.com/in/davidkelso/ ); Thomas Pun (https://www.linkedin.com/in/thomaspun/ https://twitter.com/thomaspun); James Felix Black ( )
Creative Market,Acquired,W10,11,https://creativemarket.com,Darius "Bubs" Monsef (http://linkedin.com/in/dariusmonsef https://twitter.com/bubs); Aaron Epstein (https://www.linkedin.com/in/aaron-epstein-a97105/ ); Chris Williams (https://www.linkedin.com/in/pureform )
Embedly,Acquired,W10,2,http://embed.ly,Sean Creeley (https://linkedin.com/in/screeley/ ); Arthur Gibson (https://www.linkedin.com/in/arthur-gibson-62784923 )
Bitplay,Acquired,W10,2,http://meetings.io,Denis Mars (https://www.linkedin.com/in/denismars https://twitter.com/denismars); Arend Naylor ( )
Crocodoc,Acquired,W10,0,https://crocodoc.com,Ryan Damico (https://www.linkedin.com/in/ryandamico ); Peter Lai (https://www.linkedin.com/in/peterjlai https://twitter.com/peterjlai); Matt Long (https://www.linkedin.com/in/mateolargo/ https://twitter.com/mateolargo); Bennett Rogers (https://www.linkedin.com/in/bennett-rogers-2774b3b/ )
All Screen,Acquired,W10,15,http://140fire.com,Jason Wilk ( )
500Friends,Acquired,W10,51,http://500friends.com,Hong Hu (https://www.linkedin.com/in/huhong/ ); Justin Yoshimura (https://www.linkedin.com/in/yoshimuraj/ )
Mertado,Acquired,W10,1,http://mertado.com,Rajiv Bhat (None None); Vijay Chittoor (None None); Mehul Shah (None None)
Notifo,Inactive,W10,2,http://notifo.com,Chad Etzel ( )
Infoharmoni,Inactive,W10,2,http://infoharmoni.com,Paulius Jurgutis (https://www.linkedin.com/in/pauliusjurgutis/ )
Newcope,Inactive,W10,2,http://newcope.com,Coen Stevens (https://linkedin.com/in/beatlevic )
Newslabs,Inactive,W10,2,http://newslabs.com,Nathan Chong (https://www.linkedin.com/in/nathanchong/ )
Data Marketplace,Inactive,W10,2,http://datamarketplace.com,Steve DeWald (https://www.linkedin.com/in/sdewald/ ); Matt Hodan (https://www.linkedin.com/in/matthodan )
Fithub,Inactive,W10,0,http://fithub.com,Robert Bagley (https://www.linkedin.com/in/robertbagley ); Troy Kruthoff (https://www.linkedin.com/in/tkruthoff )
Gamador,Inactive,W10,2,http://gamador.com,Dan Silberman (https://www.linkedin.com/in/dansilberman23/ https://twitter.com/dansilberman)
Zenedy,Inactive,W10,2,http://zenedy.com,Dan Morin (https://www.linkedin.com/in/danielmorin )
Answerly,Inactive,W10,11,http://answerly.com,Jason Konrad (https://www.linkedin.com/in/jason-konrad/ ); Joe Fahrner (https://www.linkedin.com/in/joefahrner https://Twitter.com/joef )
LaunchHear,Inactive,W10,2,http://alexkrupp.com,Alex Krupp (https://www.linkedin.com/in/alexkrupp https://twitter.com/alexkrupp)
Fabricly,Inactive,W10,2,http://fabricly.com,Ari Helgason (https://www.linkedin.com/in/arihelgason/ ); Tom Riley ( )
