Name,Status,Batch,Team_size,Website,Founders
Datarank,Acquired by SimplyMeasured.,S13,11,http://www.datarank.com,Kenny Cason (https://www.linkedin.com/in/kennycason/ ); Ryan Frazier (https://www.linkedin.com/in/ryfraz https://twitter.com/RyFraz)
Lumoid,Acquired,S13,11,http://lumoid.com,Aarthi Ramamurthy (https://www.linkedin.com/in/aarthir/ )
StatusPage,Acquired,S13,0,http://statuspage.io,Steve Klein (https://www.linkedin.com/in/steve-klein-3517a245/ https://twitter.com/stevenklein); Scott Klein (https://www.linkedin.com/in/sbklein/ https://www.linkedin.com/in/sbklein/); Danny Olinsky (https://www.linkedin.com/in/dannyolinsky https://www.linkedin.com/in/dannyolinsky)
Bop.fm,Acquired,S13,2,http://bop.fm,Shehzad Daredia (https://www.linkedin.com/in/daredia ); Stefan Gomez (https://www.linkedin.com/in/stefangomez/ )
Arcus,Acquired,S13,100,http://arcusfi.com,Edrizio De La Cruz (https://www.linkedin.com/in/edrizio-de-la-cruz-2b8ab75/ ); Juan Maldonado (https://www.linkedin.com/in/juanmaldonado2/ ); Iñigo Rumayor (https://www.linkedin.com/in/inigorumayor/ https://twitter.com/InigoRumayor)
RealCrowd,Acquired,S13,9,http://realcrowd.com,Adam Hooper (https://www.linkedin.com/in/adam-hooper https://www.twitter.com/therealcrowd); Andy Norborg (https://www.linkedin.com/in/andy-norborg https://www.twitter.com/therealcrowd)
Senic,Acquired,S13,16,http://senic.com,Tobias Eichenwald ( )
Layer By Layer,Acquired,S13,2,http://layerbylayer.com,Max Friefeld (https://www.linkedin.com/in/mfriefeld ); Jon Miller Schwartz (https://www.linkedin.com/in/jmschwartz11 https://twitter.com/JMSchwartz11); Oliver Ortlieb (https://www.linkedin.com/in/oliverortlieb )
SpoonRocket,,S13,51,http://spoonrocket.com,Steven Hsiao (https://www.linkedin.com/in/steven-hsiao1 ); Anson Tsui (https://www.linkedin.com/in/anson-tsui-9662a823 )
SimpleLegal,Acquired,S13,60,http://simplelegal.com,Patrik Outericky (https://www.linkedin.com/in/dashboard/ https://twitter.com/simple_legal)
Hackermeter,Acquired,S13,11,http://hackermeter.com,Lucas Baker (https://www.linkedin.com/in/tesuji ); frost li (https://www.linkedin.com/in/frost-li-0084b017/ )
BloomThat,Founded,S13,11,http://bloomthat.com,Matthew Schwab (https://www.linkedin.com/in/matthewlschwab/ http://twitter.com/mlschwab/); David Bladow (https://www.linkedin.com/in/david-bladow ); Chad Powell (https://www.linkedin.com/in/chadlpowell )
Standard Treasury,Acquired,S13,0,http://standardtreasury.com,Brent Goldman (https://www.linkedin.com/in/brentgoldman https://www.twitter.com/ztownsend); Zac Townsend (https://www.linkedin.com/in/zactownsend https://www.twitter.com/ztownsend); Daniel Kimerling (https://www.linkedin.com/in/dkimerling https://www.twitter.com/dkimerling/)
Apptimize,Founded,S13,50,http://apptimize.com,Nancy Hua (https://www.linkedin.com/in/nancyhua/ http://twitter.com/huanancy)
URX,Acquired,S13,11,http://urx.com,Nate Smith (https://www.linkedin.com/in/nathanaelhsmith https://twitter.com/nathanael_smith)
Ixiplay,Active,S13,2,http://,Bart Dirkx (https://www.linkedin.com/in/bart-dirkx-819825 ); Ruud van der Aalst ( )
WebCake,Founded,S13,0,http://designly.com,Nathan Speller (https://www.linkedin.com/in/nathanspeller )
The easiest way to work with someone else on a document,Inactive,S13,2,http://kivo.com,Leo Anthias (https://linkedin.com/in/leo-anthias-91666827 ); Niluka Satharasinghe ( )
SoundFocus,Inactive,S13,2,http://soundfocus.com,Alex Selig ( ); Varun Srinivasan ( )
Butter Systems,active,S13,2,http://buttersystems.com,Sam Brin (https://www.linkedin.com/in/sbrin ); Jon Li (https://www.linkedin.com/in/ljfh001 )
Audobox,,S13,0,http://audobox.com,George Tankersley (https://www.linkedin.com/in/bhbryant https://twitter.com/gtank__)
Amulyte,,S13,2,http://amulyte.com,Perry Haldenby (https://www.linkedin.com/in/jaclynkonzelmann ); Jaclyn Konzelmann (https://www.linkedin.com/in/jaclynkonzelmann )
Watchsend,Company,S13,2,http://watchsend.com,Ishaan Gulrajani (https://www.linkedin.com/in/igul222 )
One Month,Inactive,S13,1,http://onemonth.com,Chris Castiglione (http://www.linkedin.com/in/castig https://twitter.com/castig); Mattan Griffel (https://www.linkedin.com/in/mattangriffel/ https://twitter.com/mattangriffel)
