Name,Status,Batch,Team_size,Website,Founders
Airbnb,actively operating,W09,6132,http://airbnb.com,Nathan Blecharczyk (https://www.linkedin.com/in/blecharczyk/ https://twitter.com/nathanblec); Brian Chesky (https://www.linkedin.com/in/brianchesky/ https://twitter.com/bchesky); Joe Gebbia (https://www.linkedin.com/in/jgebbia/ https://twitter.com/jgebbia)
Volantio,Active,W09,19,http://www.volantio.com,Azim Barodawala (https://www.linkedin.com/in/azim-barodawala-9230254 ); Fenn Bailey ( )
Wattvision,Active,W09,0,http://www.wattvision.com,Savraj Singh (https://linkedin.com/in/savraj https://twitter.com/savraj)
Cloudkick,Acquired,W09,11,http://cloudkick.com,Logan Welliver ( )
Echodio,Acquired,W09,2,http://echodio.com,Niall Smart ( ); Cormac Driver (https://www.linkedin.com/in/cormacdriver ); Vincent Glennon (https://www.linkedin.com/in/vinnyglennon/ https://twitter.com/vinnyglennon)
reMail,Acquired,W09,1,http://remail.com,Gabor Cselle (https://www.linkedin.com/in/gaborcselle ); Einar Vollset (linkedin.com/in/einarvollset https://twitter.com/einarvollset)
Divvyshot,Acquired,W09,2,http://divvyshot.com,Sam Odio (https://linkedin.com/in/samodio https://twitter.com/sodio)
Heyzap,Acquired,W09,11,http://heyzap.com,Jude Gomila (https://www.linkedin.com/in/judegomila/ https://twitter.com/judegomila); Immad Akhund (https://www.linkedin.com/in/iakhund/ )
PetaSales,Inactive,W09,2,http://PetaSales,Nick Alexander (https://www.linkedin.com/in/ndalexander/ )
Voxli,Inactive,W09,2,http://voxli.com,Andrew Ow (https://www.linkedin.com/in/andrewow/ ); Joey Liaw (https://www.linkedin.com/in/joeyliaw )
Nambii,Inactive,W09,0,http://nambii.com,James Boyle ( ); Jodie Griggs ( )
Picurio,Inactive,W09,2,http://picurio.com,Jonathan Berger (http://www.linkedin.com/in/bergerj ); Michael Kodiak (https://www.linkedin.com/in/michaelkodiak/ ); Laura Savidge (https://www.linkedin.com/in/laurasavidge )
Spaces Life,Inactive,W09,0,http://spaceslife.com,Shazz Bhunnoo ( ); Mike Laming ( )
Foodoro,Inactive,W09,11,http://foodoro.com,Dannie Chu (https://www.linkedin.com/in/daniel-chu-8455b76/ https://twitter.com/dannieb)
Skysheet,Inactive,W09,2,http://skysheet.com,Daniel Gackle (https://www.linkedin.com/in/daniel-gackle ); Scott Bell ( )
Recurious,Inactive,W09,0,http://thesixtyone.com,Samuel Hsiung ( )
